DATE,PROVINCE,ESTABLISH_NAME,ADDRESS,CITY,VENDOR_NUMBER_PO,VENDOR_NAME,PRODUCT_SKU_NO,PRODUCT_NAME,WEEK_ENDING_DATE,CASE_SALES
1/8/2024,BC,1904 CANNABIS COMPANY,Unit B - 720 First Ave,Ladysmith,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,1904 CANNABIS COMPANY,Unit B - 720 First Ave,Ladysmith,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,1904 CANNABIS COMPANY,Unit B - 720 First Ave,Ladysmith,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,1904 CANNABIS COMPANY,Unit B - 720 First Ave,Ladysmith,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,1904 Cannabis Company Inc.,Unit 4 - 1770 Shawnigan - Mill Bay Road,Shawnigan Lake,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,1ST CANNABIS,223 1st St W,North Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,1ST CANNABIS,223 1st St W,North Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,1ST CANNABIS,223 1st St W,North Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,1ST CANNABIS,223 1st St W,North Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,4TWENTY CANNABIS,3441 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,4TWENTY CANNABIS,3441 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,642 CANNABIS,3-6686 Sooke Rd,Sooke,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,642 CANNABIS,3-6686 Sooke Rd,Sooke,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,642 CANNABIS,3-6686 Sooke Rd,Sooke,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,99 NORTH CANNABIS STORE,130-1200 Hunter Place,Squamish,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,4
1/8/2024,BC,99 NORTH CANNABIS STORE,130-1200 Hunter Place,Squamish,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,4
1/8/2024,BC,99 NORTH CANNABIS STORE,130-1200 Hunter Place,Squamish,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,4
1/8/2024,BC,A LITTLE BUD,Unit 1 1050 Millar Creek Rd,Whistler,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,A LITTLE BUD,Unit 1 1050 Millar Creek Rd,Whistler,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,A LITTLE BUD,1484 Johnston Rd,White Rock,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,2
1/8/2024,BC,A LITTLE BUD,Unit 1 1050 Millar Creek Rd,Whistler,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,A LITTLE BUD,1484 Johnston Rd,White Rock,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,2
1/8/2024,BC,A LITTLE BUD,Unit 1 1050 Millar Creek Rd,Whistler,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,A LITTLE BUD,1484 Johnston Rd,White Rock,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,A LITTLE BUD,Unit 1 1050 Millar Creek Rd,Whistler,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,ARCANNABIS STORE,1812 W 4TH AVE,VANCOUVER,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,ARCANNABIS STORE,6528 Victoria Dr,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,ARCANNABIS STORE,6528 Victoria Dr,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,ATHENEUM CANNABIS CORP.,2431 W. 41st Ave,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,ATHENEUM CANNABIS CORP.,2431 W. 41st Ave,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,1
1/8/2024,BC,AVENUE CANNABIS,1453 Bellevue Ave,West Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,2
1/8/2024,BC,AVENUE CANNABIS,1453 Bellevue Ave,West Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,2
1/8/2024,BC,AVENUE CANNABIS,1453 Bellevue Ave,West Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,2
1/8/2024,BC,AVENUE CANNABIS,1453 Bellevue Ave,West Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BAGGY'S CANNABIS STORE,4 - 7480 4th St,Grand Forks,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,BAGGY'S CANNABIS STORE,4 - 7480 4th St,Grand Forks,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,BAGGY'S CANNABIS STORE,302 S COPPER AVE,GREENWOOD,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,BAGGY'S CANNABIS STORE,4 - 7480 4th St,Grand Forks,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,BAGGY'S CANNABIS STORE,4 - 7480 4th St,Grand Forks,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,1
1/8/2024,BC,BAGGY'S CANNABIS STORE,4 - 7480 4th St,Grand Forks,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BCCS #7022 KAMLOOPS LANSDOWNE,350 - 450 LANSDOWNE STREET,KAMLOOPS,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7023 CAMPBELL RIVER DISCOVERY HARBOUR,130 - 1416 ISLAND HWY,CAMPBELL RIVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BCCS #7025 TERRACE,103 - 4761 LAKELSE AVE,TERRACE,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7025 TERRACE,103 - 4761 LAKELSE AVE,TERRACE,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7025 TERRACE,103 - 4761 LAKELSE AVE,TERRACE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7025 TERRACE,103 - 4761 LAKELSE AVE,TERRACE,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BCCS #7025 TERRACE,103 - 4761 LAKELSE AVE,TERRACE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,BCCS #7026 NORTH VANCOUVER NORGATE,1461 Marine Drive,North Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BCCS #7036 NORTH VANCOUVER PARK AND TILFORD,800-333 BROOKSBANK AVE,NORTH VANCOUVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,3
1/8/2024,BC,BCCS #7036 NORTH VANCOUVER PARK AND TILFORD,800-333 BROOKSBANK AVE,NORTH VANCOUVER,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,2
1/8/2024,BC,BCCS #7036 NORTH VANCOUVER PARK AND TILFORD,800-333 BROOKSBANK AVE,NORTH VANCOUVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,2
1/8/2024,BC,BCCS #7038 CHILLIWACK,45460 LUCKAKUCK WAY,CHILLIWACK,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,2
1/8/2024,BC,BCCS #7039 VERNON,UNIT 300A - 2401 58 AVENUE,VERNON,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,1
1/8/2024,BC,BCCS #7040 MISSION,UNIT D130 & D140 31956 LOUGHEED HIGHWAY,MISSION,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BCCS #7043 PARKSVILLE,826 ISLAND HIGHWAY,PARKSVILLE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,BCCS #7046 PORT COQUITLAM OXFORD CROSSING,4110-1971 Lougheed Hwy,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,4
1/8/2024,BC,BCCS #7046 PORT COQUITLAM OXFORD CROSSING,4110-1971 Lougheed Hwy,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,2
1/8/2024,BC,BCCS #7046 PORT COQUITLAM OXFORD CROSSING,4110-1971 Lougheed Hwy,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,4
1/8/2024,BC,BCCS #7047 OLIVER SOUTHWINDS,0225 - 5717 MAIN STREET,OLIVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BCCS #7049 BURNABY OLD ORCHARD,UNIT 1-4429 KINGSWAY AVE,BURNABY,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7049 BURNABY OLD ORCHARD,UNIT 1-4429 KINGSWAY AVE,BURNABY,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BCCS #7059 PRINCE GEORGE SPRUCELAND,737 CENTRAL STREET WEST,PRINCE GEORGE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7059 PRINCE GEORGE SPRUCELAND,737 CENTRAL STREET WEST,PRINCE GEORGE,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,BCCS #7059 PRINCE GEORGE SPRUCELAND,737 CENTRAL STREET WEST,PRINCE GEORGE,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,BCCS #7059 PRINCE GEORGE SPRUCELAND,737 CENTRAL STREET WEST,PRINCE GEORGE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-01-06 0:00,1
1/8/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,1
1/8/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BCCS #7061 ABBOTSFORD HIGHSTREET,UNIT J165 - 3122 MOUNT LEHMAN ROAD,ABBOTSFORD,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,2
1/8/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,2
1/8/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,2
1/8/2024,BC,BLOOMING WORLD CANNABIS,7535 Main Street W,Radium Hot Springs,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,1
1/8/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,BLUNT,119-1433 Lonsdale Ave,North Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,2
1/8/2024,BC,BRUNETTE CANNABIS COMPANY,Unit 102 - 935 Brunette Avenue,Coquitlam,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,BUDS CANNABIS,9775 Second St,Sidney,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BUDS CANNABIS,100-6765 Veyaness Road,Saanichton,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,BUDS CANNABIS,100-6765 Veyaness Road,Saanichton,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,BUDS CANNABIS,9775 Second St,Sidney,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,1
1/8/2024,BC,BURB,24 - 2755 Lougheed Highway,Port Coquitlam,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BURB,24 - 2755 Lougheed Highway,Port Coquitlam,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BURB CANNABIS,1676 10TH AVE E,VANCOUVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,BURB CANNABIS,1676 10TH AVE E,VANCOUVER,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,BURB CANNABIS,1676 10TH AVE E,VANCOUVER,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BURB CANNABIS,1676 10TH AVE E,VANCOUVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,BURB CANNABIS,1676 10TH AVE E,VANCOUVER,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,BURB CANNABIS,1626 McKenzie Avenue,Saanich,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,BURB CANNABIS,1626 McKenzie Avenue,Saanich,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,BURB CANNABIS,1676 10TH AVE E,VANCOUVER,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,1
1/8/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,BURB CANNABIS,1626 McKenzie Avenue,Saanich,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,BURNSIDE CANNABIS,3175 Harriet Rd,Victoria,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,CANNTINA (NELSON),725 Nelson Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,CANNTINA (NELSON),725 Nelson Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNA CABANA,520-1055 Hillside Drive,Kamloops,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,CANNA CABANA,1225 Cranbrook Street N,Cranbrook,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-23 0:00,1
1/8/2024,BC,CANNA CABANA,1543 Victoria Street,Prince George,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,CANNA CABANA,1225 Cranbrook Street N,Cranbrook,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,1
1/8/2024,BC,CANNA CABANA,1543 Victoria Street,Prince George,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,2
1/8/2024,BC,CANNA CABANA,520-1055 Hillside Drive,Kamloops,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNA CABANA,1543 Victoria Street,Prince George,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNABIS CORNER,2791 Highway 97N,Kelowna,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNABIS CORNER,2791 Highway 97N,Kelowna,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,CANNABIS COTTAGE,385 Martin St,Penticton,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNABIS COTTAGE,385 Martin St,Penticton,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNABISSION,9-3818 Gordon Drive,Kelowna,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-16 0:00,1
1/8/2024,BC,CANNABISSION,9-3818 Gordon Drive,Kelowna,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,3
1/8/2024,BC,CANNABISSION,9-3818 Gordon Drive,Kelowna,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,CANNABISSION,9-3818 Gordon Drive,Kelowna,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,1
1/8/2024,BC,CITY CANNABIS CO,651 Robson,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-16 0:00,1
1/8/2024,BC,CITY CANNABIS CO,4055 Cambie St,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-23 0:00,1
1/8/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-16 0:00,1
1/8/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-23 0:00,1
1/8/2024,BC,CHEEBA CHEEBAS,1-1812 Byland road,West Kelowna,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
1/8/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-01-06 0:00,1
1/8/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-01-06 0:00,1
1/8/2024,BC,CITY CANNABIS CO,651 Robson,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,CITY CANNABIS CO,4055 Cambie St,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2023-12-30 0:00,1
1/8/2024,BC,CITY CANNABIS CO,651 Robson,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,CITY CANNABIS CO,2317 Cambie Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2023-12-30 0:00,1
1/8/2024,BC,CITY CANNABIS CO,2317 Cambie Street,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2023-12-30 0:00,1
