DATE,PROVINCE,ESTABLISH_NAME,ADDRESS,CITY,VENDOR_NUMBER_PO,VENDOR_NAME,PRODUCT_SKU_NO,PRODUCT_NAME,WEEK_ENDING_DATE,CASE_SALES
4/15/2024,BC,BCCS #7020 KAMLOOPS COLUMBIA PLACE,200 - 1210 SUMMIT DR,KAMLOOPS,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,4
4/15/2024,BC,BCCS #7022 KAMLOOPS LANSDOWNE,350 - 450 LANSDOWNE STREET,KAMLOOPS,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7022 KAMLOOPS LANSDOWNE,350 - 450 LANSDOWNE STREET,KAMLOOPS,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7024 FORT ST. JOHN,5-10215 100th Street,FORT ST. JOHN,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7024 FORT ST. JOHN,5-10215 100th Street,FORT ST. JOHN,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7024 FORT ST. JOHN,5-10215 100th Street,FORT ST. JOHN,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7025 TERRACE,103 - 4761 LAKELSE AVE,TERRACE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7026 NORTH VANCOUVER NORGATE,1461 Marine Drive,North Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7030 WILLIAMS LAKE BOITANIO MALL,130 - 850 OLIVER STREET,WILLIAMS LAKE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7034 QUESNEL WEST PARK,25-155 Malcolm Drive,QUESNEL,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7036 NORTH VANCOUVER PARK AND TILFORD,800-333 BROOKSBANK AVE,NORTH VANCOUVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,3
4/15/2024,BC,BCCS #7036 NORTH VANCOUVER PARK AND TILFORD,800-333 BROOKSBANK AVE,NORTH VANCOUVER,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,2
4/15/2024,BC,BCCS #7037 KELOWNA DILWORTH,2385 HWY 97 N,KELOWNA,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7037 KELOWNA DILWORTH,2385 HWY 97 N,KELOWNA,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7038 CHILLIWACK,45460 LUCKAKUCK WAY,CHILLIWACK,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7040 MISSION,UNIT D130 & D140 31956 LOUGHEED HIGHWAY,MISSION,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7043 PARKSVILLE,826 ISLAND HIGHWAY,PARKSVILLE,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7045 PORT COQUITLAM NICOLA,109-985 NICOLA AVE,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,3
4/15/2024,BC,BCCS #7045 PORT COQUITLAM NICOLA,109-985 NICOLA AVE,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7045 PORT COQUITLAM NICOLA,109-985 NICOLA AVE,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7045 PORT COQUITLAM NICOLA,109-985 NICOLA AVE,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7045 PORT COQUITLAM NICOLA,109-985 NICOLA AVE,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7046 PORT COQUITLAM OXFORD CROSSING,4110-1971 Lougheed Hwy,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,2
4/15/2024,BC,BCCS #7046 PORT COQUITLAM OXFORD CROSSING,4110-1971 Lougheed Hwy,PORT COQUITLAM,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7047 OLIVER SOUTHWINDS,0225 - 5717 MAIN STREET,OLIVER,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7057 BURNABY BRENTWOOD,#2-4615 LOUGHEED HWY,BURNABY,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7057 BURNABY BRENTWOOD,#2-4615 LOUGHEED HWY,BURNABY,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7057 BURNABY BRENTWOOD,#2-4615 LOUGHEED HWY,BURNABY,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7057 BURNABY BRENTWOOD,#2-4615 LOUGHEED HWY,BURNABY,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7057 BURNABY BRENTWOOD,#2-4615 LOUGHEED HWY,BURNABY,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7059 PRINCE GEORGE SPRUCELAND,737 CENTRAL STREET WEST,PRINCE GEORGE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7059 PRINCE GEORGE SPRUCELAND,737 CENTRAL STREET WEST,PRINCE GEORGE,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,2
4/15/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,2
4/15/2024,BC,BCCS #7060 SAANICH UPTOWN,UNIT E-109 3561 BLANSHARD STREET,VICTORIA,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BCCS #7061 ABBOTSFORD HIGHSTREET,UNIT J165 - 3122 MOUNT LEHMAN ROAD,ABBOTSFORD,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,4
4/15/2024,BC,BCCS #7061 ABBOTSFORD HIGHSTREET,UNIT J165 - 3122 MOUNT LEHMAN ROAD,ABBOTSFORD,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,3
4/15/2024,BC,BCCS #7061 ABBOTSFORD HIGHSTREET,UNIT J165 - 3122 MOUNT LEHMAN ROAD,ABBOTSFORD,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,3
4/15/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,5
4/15/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,3
4/15/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,10
4/15/2024,BC,BCCS #7062 LANGLEY WILLOWBROOK,20202 66th Avenue,Langley,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,2
4/15/2024,BC,BLENDED BUDS CANNABIS,114-5601 Anderson Way,Vernon,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,2
4/15/2024,BC,BLOOMING WORLD CANNABIS,7535 Main Street W,Radium Hot Springs,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/15/2024,BC,BLOOMING WORLD CANNABIS,103 - 905 7th avenue,Invermere,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
4/15/2024,BC,BLUNT,119-1433 Lonsdale Ave,North Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,BOSS CANNABIS,1120-1760 Kingsway Avenue,Port Coquitlam,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BOTANY CANNABIS,320 Sixth Street,New Westminster,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,2
4/15/2024,BC,BRUNETTE CANNABIS COMPANY,Unit 102 - 935 Brunette Avenue,Coquitlam,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,BUDS CANNABIS,100-6765 Veyaness Road,Saanichton,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,BUDS CANNABIS,100-6765 Veyaness Road,Saanichton,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,BUDS CANNABIS,9775 Second St,Sidney,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
4/15/2024,BC,BURB,24 - 2755 Lougheed Highway,Port Coquitlam,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/22/2024,BC,KIARO CANNABIS,1666 Graveley Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/15/2024,BC,BURB CANNABIS,1626 McKenzie Avenue,Saanich,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/22/2024,BC,KOOTENAY CANNABIS,2076 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,BURB CANNABIS,1626 McKenzie Avenue,Saanich,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/22/2024,BC,KOOTENAY CANNABIS,2076 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/22/2024,BC,KOOTENAY CANNABIS,2076 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/22/2024,BC,KOOTENAY CANNABIS,2076 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-20 0:00,1
4/22/2024,BC,KUSHKLUB,1735 Commercial Dr.,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/22/2024,BC,KUSHKLUB,1735 Commercial Dr.,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/22/2024,BC,KUSHKLUB,1735 Commercial Dr.,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,BURB CANNABIS,1626 McKenzie Avenue,Saanich,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/15/2024,BC,BURB CANNABIS,Unit 1 - 101 Morrisey Road,Port Moody,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/15/2024,BC,CANNA CABANA,1543 Victoria Street,Prince George,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,CANNA CABANA,520-1055 Hillside Drive,Kamloops,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/22/2024,BC,KUSHKLUB,1735 Commercial Dr.,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-20 0:00,1
4/22/2024,BC,KUSHKLUB,1735 Commercial Dr.,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-20 0:00,1
4/15/2024,BC,CANNA CABANA,520-1055 Hillside Drive,Kamloops,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
4/22/2024,BC,KUSHKLUB,1735 Commercial Dr.,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-20 0:00,1
4/15/2024,BC,CANNABIS CORNER,2791 Highway 97N,Kelowna,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,CANNABISSION,9-3818 Gordon Drive,Kelowna,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/22/2024,BC,LA CANAPA BOUTIQUE INC.,2549 Main Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,CHEEBA CHEEBAS,140 Rutland Rd S,Kelowna,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,CHEEKY'S CANNABIS MERCHANTS,11939 240th Street,Maple Ridge,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,2
4/15/2024,BC,CHEEKY'S CANNABIS MERCHANTS,11939 240th Street,Maple Ridge,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,2
4/15/2024,BC,CHEEKY'S CANNABIS MERCHANTS,11939 240th Street,Maple Ridge,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,2
4/22/2024,BC,LA CANAPA BOUTIQUE INC.,2549 Main Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/22/2024,BC,LA CANAPA BOUTIQUE INC.,2549 Main Street,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/22/2024,BC,LA CANAPA BOUTIQUE INC.,2549 Main Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-20 0:00,1
4/22/2024,BC,LA CANAPA BOUTIQUE INC.,2549 Main Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-20 0:00,1
4/22/2024,BC,LIFT CANNABIS,2983 Rupert Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-20 0:00,1
4/15/2024,BC,CITY CANNABIS CO,Unit 16 a/b 215 Port Augusta St,Comox,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/22/2024,BC,LIFT CANNABIS,2983 Rupert Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-20 0:00,1
4/22/2024,BC,MUSE CANNABIS,999 Denman Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/22/2024,BC,MUSE CANNABIS,999 Denman Street,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/22/2024,BC,MUSE CANNABIS,999 Denman Street,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-20 0:00,1
4/22/2024,BC,SEA TO SKY CANNABIS,6636 Fraser Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/22/2024,BC,SUNRISE CANNABIS,2943 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-20 0:00,1
4/22/2024,BC,SUNRISE CANNABIS,2943 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-20 0:00,1
4/22/2024,BC,SUNRISE CANNABIS,2943 Kingsway,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-20 0:00,1
4/22/2024,BC,THE LOCAL LEAF CANNABIS,4317 Fraser Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-13 0:00,1
4/22/2024,BC,UP IN SMOKE,258 W Broadway,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-13 0:00,1
4/15/2024,BC,CLARITY CANNABIS,1-603 Gorge Road East,Victoria,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,CLARITY CANNABIS,5-111 Oriole Road,Kamloops,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,CLARITY CANNABIS,5-111 Oriole Road,Kamloops,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,CLARITY CANNABIS,855 Johnson Street,Victoria,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,CLARITY CANNABIS,105-693 Hoffman Avenue,Langford,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-16 0:00,1
4/15/2024,BC,CLARITY CANNABIS,855 Johnson Street,Victoria,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/15/2024,BC,CLARITY CANNABIS,3 - 1040 Alaska Avenue,Dawson Creek,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,CLARITY CANNABIS,3 - 1040 Alaska Avenue,Dawson Creek,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-06 0:00,1
4/15/2024,BC,CLARITY CANNABIS,3 - 1040 Alaska Avenue,Dawson Creek,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-06 0:00,1
4/15/2024,BC,CLOUD NINE CANNABIS,28 - 3605 Shelbourne St,Victoria,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,CLOUD NINE CANNABIS,28 - 3605 Shelbourne St,Victoria,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
4/15/2024,BC,CLOUD NINE CANNABIS,28 - 3605 Shelbourne St,Victoria,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-30 0:00,1
4/15/2024,BC,CLOUD NINE COLLECTIVE,778 Fort St,Victoria,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,CLOUD NINE COLLECTIVE,778 Fort St,Victoria,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/15/2024,BC,COAST RANGE CANNABIS,#302 - 444 Lerwick Rd,Courtenay,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,2
4/15/2024,BC,COASTAL BAY CANNABIS,1095 Sunshine Coast Highway,Gibsons,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,2
4/15/2024,BC,COASTAL BAY CANNABIS,1095 Sunshine Coast Highway,Gibsons,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/22/2024,BC,UP IN SMOKE,258 W Broadway,Vancouver,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-04-13 0:00,1
4/22/2024,BC,VILLAGE BLOOMERY,2139 E Hastings St,Vancouver,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-04-20 0:00,1
4/22/2024,BC,WESTCANNA,1286 Robson Street,Vancouver,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-04-06 0:00,1
4/15/2024,BC,COMOX VALLEY CANNABIS CO.,576 England Ave,Courtenay,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,1
4/15/2024,BC,COPPER ISLAND CANNABIS COMPANY,1-2798 Balmoral Road,Blind Bay,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,COPPER ISLAND CANNABIS COMPANY,1-2798 Balmoral Road,Blind Bay,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,2
4/15/2024,BC,COST CANNABIS,Unit 201 - 2101 Harding Rd,Armstrong,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
4/15/2024,BC,COSTA CANNA,202-310 Wale rd.,Victoria,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-16 0:00,2
4/15/2024,BC,COSTA CANNA,202-310 Wale rd.,Victoria,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-16 0:00,1
4/15/2024,BC,COSTA CANNA,4-4144 Wilkinson Rd,Victoria,500256,ST-LEGER WATERS INC,1062987,GREEN MONKE-TROPICAL CITRUS-350ML,2024-03-23 0:00,1
4/15/2024,BC,COSTA CANNA,1A - 180 Central Rd,Duncan,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/15/2024,BC,COSTA CANNA,4-4144 Wilkinson Rd,Victoria,500256,ST-LEGER WATERS INC,1062988,GREEN MONKE-MANGO GUAVA-350ML,2024-03-23 0:00,1
4/15/2024,BC,COSTA CANNA,Unit 110-2951 Green Road,Duncan,500256,ST-LEGER WATERS INC,1062989,GREEN MONKE-ORANGE PASSIONFRUIT-350ML,2024-03-23 0:00,1
